Squad,League,Avg. Possession,Expected Goals,NP Expected Goals,Expected Assisted Goals,Shots on Target Against,Saves Made,Clean Sheets,GK Post-Shot Expected Goals,GK Passes Attempted > 40 yards,GK Throws Attempted,GK Avg. Length of Passes,GK Goal Kicks Attempted,GK % of Goal Kicks > 40 yards,GK Avg. Length of Goal Kicks,GK # of Def. Actions Outside Box,GK Avg. Distance from Goal of Def. Actions,Total Shots,Shots on Target,Goals per Shot on Target,Avg. Distance from Goal Shooting,Goals Minus Expected Goals,Long Passes Attempted,Medium Passes Attempted,Short Passes Attempted,Total Passes Attempted,Progressive Distance of Passes,Total Distance of Passes,Expected Assists,Key Passes (directly lead to shot),Completed Passes into Final Third,Completed Passes into Box,Completed Crosses into Box,Progressive Passes,Total Passes Completed,Live Ball Passes,Dead Ball Passes,Passes Completed by Defenders into Open Space,Switches > width of 40 yards,Crosses,Corner Kicks,Shot Creating Actions,Live Ball Passes Leading to Shot,Dead Ball Passes Leading to Shot,Dribbles Leading to Shot,Def. Actions Leading to Shot,Goal Creating Actions,# of Players Tackled,Tackles Leading to Possession,Tackles in Def. Third,Tackles in Mid. Third,Tackles in Att. Third,# of Dribblers Tackled,# of Times Dribbled Past + Tackles,# of Times Dribbled Past,# of Shots Blocked,# of Passes Blocked,Interceptions,Tackles + Interceptions,Clearances,Touches,Touches in Own Box,Touches in Def. Third,Touches in Mid. Third,Touches in Att. Third,Touches in Opp. Box,Live Ball Touches,Attempted Dribbles,Miscontrol,Dispossessed,Passes Received,Progressive Passes Received,Fouls Committed,Fouls Drawn,Loose Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,label
Arsenal 2018 - 2019,Premier League,58.1,1.581578947,1.473684211,1.228947368,4.789473684,3.473684211,0.210526316,1.407894737,12.57894737,5.973684211,0.828947368,280,56.8,1.197368421,1.263157895,0.392105263,12.15789474,4.184210526,0.010789474,0.439473684,0.234210526,75.84210526,222.3684211,253.1315789,593.3947368,2764.157895,8247.342105,1.155263158,9.552631579,32.10526316,10.97368421,1.657894737,35.47368421,484.8684211,539.9473684,51.10526316,1.710526316,4,15.92105263,5.5,21.71052632,16.97368421,1.526315789,1.289473684,0.473684211,3.052631579,16.02631579,9.631578947,7.736842105,6.210526316,2.078947368,6,14.07894737,8.078947368,3.105263158,8.052631579,10.84210526,26.86842105,21,699.6052632,65.28947368,210.8684211,325.0263158,169.2105263,25.39473684,699.4736842,14.10526316,14.84210526,10.76315789,479.5526316,34.89473684,10.84210526,11.97368421,52.63157895,14.60526316,16.76315789,2
Bournemouth 2018 - 2019,Premier League,46.9,1.402631579,1.215789474,1.021052632,4.552631579,2.789473684,0.263157895,1.452631579,13.47368421,5.342105263,0.942105263,318,65.4,1.281578947,0.789473684,0.336842105,11.5,4.026315789,0.008157895,0.457894737,0.044736842,65.5,169.3684211,204,464.4736842,2394.5,6084.289474,0.894736842,8.684210526,25.76315789,8.684210526,2,28.68421053,355.3947368,411.3684211,51.60526316,1.5,2.210526316,16.13157895,5.026315789,20.57894737,14.42105263,2.157894737,1.157894737,0.578947368,2.578947368,13.81578947,7.868421053,7.5,4.868421053,1.447368421,5.684210526,13,7.315789474,4,6.657894737,9.763157895,23.57894737,28.89473684,578.1842105,64.26315789,199.3421053,248.9210526,136.5789474,21.94736842,577.9473684,15.21052632,14.86842105,9.368421053,350.8421053,28.07894737,8.947368421,11.60526316,50.26315789,18.44736842,19.36842105,3
Brighton 2018 - 2019,Premier League,42.4,0.928947368,0.807894737,0.644736842,4.473684211,2.894736842,0.184210526,1.471052632,21.63157895,2.868421053,1.136842105,358,93.6,1.563157895,0.342105263,0.313157895,9.578947368,2.605263158,0.007894737,0.471052632,-0.007894737,84.26315789,146.0263158,160.1052632,416.4210526,2264.789474,5726.394737,0.607894737,7.394736842,23.34210526,5.868421053,2.131578947,21.26315789,302.3947368,366.1052632,47.94736842,0.394736842,4.947368421,16.73684211,4.105263158,17.23684211,11.10526316,2.236842105,1.026315789,0.763157895,1.526315789,17.86842105,10.28947368,9.552631579,6.263157895,2.052631579,6.947368421,15.31578947,8.368421053,4.473684211,6.447368421,12.18421053,30.05263158,26.34210526,530.8421053,65.28947368,185.5,237.4473684,113.2105263,15.15789474,530.7105263,13.57894737,15.52631579,8.842105263,298.2368421,20.86842105,12.18421053,7.921052632,52.07894737,21.68421053,20.52631579,1
Burnley 2018 - 2019,Premier League,41.2,1.168421053,1.126315789,0.821052632,5.236842105,3.526315789,0.210526316,1.526315789,25.18421053,2.5,1.281578947,353,91.8,1.657894737,1.131578947,0.397368421,9.421052632,2.947368421,0.009736842,0.415789474,-0.036842105,91.13157895,126.0526316,145.2631579,389.2894737,2237.315789,5107.342105,0.726315789,6.684210526,23.13157895,6.289473684,2.157894737,21.71052632,266.6842105,336.9473684,49.55263158,0.921052632,2.842105263,18.21052632,3.657894737,16.73684211,10.92105263,2.131578947,0.342105263,0.552631579,1.842105263,15.36842105,8.184210526,7.368421053,6.473684211,1.526315789,6.236842105,14.18421053,7.947368421,5.842105263,7.736842105,9.657894737,25.02631579,30.42105263,502.8684211,67.10526316,160.9473684,233,114.2105263,16.52631579,502.7894737,9.736842105,13.81578947,8.263157895,262.3421053,21.23684211,9.473684211,9.368421053,51.44736842,26.73684211,26.97368421,1
Cardiff City 2018 - 2019,Premier League,35.4,1.115789474,1.031578947,0.726315789,5.447368421,3.552631579,0.263157895,1.794736842,28.31578947,1.342105263,1.339473684,319,99.4,1.726315789,1.210526316,0.405263158,10.86842105,2.973684211,0.007105263,0.465789474,-0.247368421,78.60526316,95.31578947,107.8157895,308.2894737,1761.605263,3644.736842,0.668421053,7.736842105,20.21052632,4.605263158,1.5,17.34210526,188.6842105,258.5,47.76315789,1.026315789,1.578947368,14.78947368,4.421052632,18.55263158,11.89473684,2.5,0.868421053,0.552631579,1.368421053,17.23684211,9.868421053,9.394736842,6.157894737,1.684210526,6.342105263,15.97368421,9.631578947,3.868421053,9.026315789,13.92105263,31.15789474,27.21052632,426.9210526,58.97368421,144.3421053,171.4210526,116.3684211,18.47368421,426.8157895,12.5,13.65789474,8.736842105,184.9210526,16.81578947,9.842105263,10.26315789,51.97368421,25.42105263,25.42105263,1
Chelsea 2018 - 2019,Premier League,62.9,1.542105263,1.436842105,1.181578947,3.263157895,2.210526316,0.421052632,0.968421053,6.578947368,4.342105263,0.686842105,272,36.4,0.976315789,0.921052632,0.463157895,15.84210526,5.052631579,0.007631579,0.468421053,0.063157895,67.39473684,236.6315789,352.0526316,704.5789474,3067.973684,9404.078947,1.207894737,12.68421053,43.15789474,10.92105263,1.710526316,38.73684211,604.2105263,655.1052632,47.28947368,3.842105263,5.684210526,18.21052632,5.657894737,29.55263158,23.15789474,1.526315789,1.605263158,0.657894737,3.078947368,16.26315789,9.605263158,7.368421053,6.447368421,2.447368421,6.342105263,14.23684211,7.894736842,1.921052632,7.473684211,9.289473684,25.55263158,16.97368421,806.8684211,55.68421053,200.6842105,379.3947368,233.2894737,26.81578947,806.7368421,18.5,13.47368421,12.05263158,598.6052632,38.13157895,8.921052632,11.15789474,57.13157895,13.76315789,13.26315789,2
Crystal Palace 2018 - 2019,Premier League,45.2,1.252631579,1.031578947,0.776315789,4.289473684,2.894736842,0.315789474,1.228947368,20.23684211,4.184210526,1.126315789,347,87.6,1.589473684,0.657894737,0.334210526,12.68421053,3.552631579,0.007368421,0.484210526,0.010526316,75.31578947,154.3684211,186.1052632,443.9473684,2368.394737,5850.131579,0.713157895,9.421052632,26.39473684,7.236842105,1.657894737,28.47368421,334.1315789,392.0526316,49.84210526,0.684210526,2.657894737,15.18421053,5.394736842,22.42105263,15.5,1.894736842,1.421052632,0.684210526,2.236842105,19.28947368,11.73684211,10.47368421,7.105263158,1.710526316,7.394736842,15.52631579,8.131578947,3.710526316,7.894736842,11.71052632,31,26.60526316,568.4736842,61.44736842,186.6052632,255.4736842,132.9473684,23.10526316,568.1842105,17.55263158,15.15789474,12.44736842,329.6578947,27.86842105,10.15789474,10.28947368,52.52631579,17.89473684,18.57894737,1
Everton 2018 - 2019,Premier League,51.5,1.307894737,1.202631579,0.886842105,3.578947368,2.342105263,0.368421053,1.192105263,19.05263158,4,1.113157895,291,67,1.413157895,1.052631579,0.455263158,12.97368421,4.289473684,0.008157895,0.444736842,0.086842105,80.13157895,169.1578947,199.1052632,486.2368421,2444.605263,6392.315789,0.8,9.289473684,29,7.842105263,2.473684211,29.63157895,365.2105263,430.9473684,53.47368421,1.157894737,3.684210526,21.42105263,5.657894737,21.89473684,14.78947368,2.263157895,1.473684211,0.289473684,2.368421053,18.39473684,11.60526316,8.578947368,7.631578947,2.184210526,5.789473684,13.44736842,7.657894737,2.236842105,8.657894737,11.92105263,30.31578947,23.07894737,602.4473684,57.31578947,181.3947368,274.9210526,152.6315789,22.31578947,602.3421053,15.44736842,18.23684211,12.34210526,360.4736842,28.89473684,11.36842105,11,56.76315789,22.94736842,23.07894737,3
Fulham 2018 - 2019,Premier League,48.8,1.086842105,1.026315789,0.789473684,5.947368421,3.842105263,0.131578947,1.905263158,20.44736842,3.605263158,1.065789474,356,83.1,1.442105263,1.105263158,0.381578947,11.86842105,3.684210526,0.005789474,0.5,-0.218421053,79.34210526,189.6315789,209.4210526,507.9736842,2687.552632,6990.842105,0.692105263,9.210526316,29.10526316,6.131578947,1.815789474,28.55263158,397.2631579,457.7894737,47.81578947,0.868421053,3.815789474,16.07894737,4.236842105,21.47368421,15.60526316,1.894736842,1.210526316,0.552631579,1.578947368,15.68421053,9.526315789,8.157894737,6.078947368,1.447368421,5.894736842,13.78947368,7.894736842,3.789473684,7.394736842,11.42105263,27.10526316,27.10526316,623.2368421,68.42105263,192.4210526,312.7894737,123.4210526,15.42105263,623.1578947,14.89473684,15.63157895,12.78947368,392.3157895,27.78947368,11.13157895,9,54.52631579,19.52631579,18.89473684,0
Huddersfield 2018 - 2019,Premier League,47.2,0.757894737,0.736842105,0.523684211,4.894736842,2.894736842,0.131578947,1.607894737,21.44736842,2.868421053,1.105263158,281,78.6,1.473684211,0.894736842,0.35,10.52631579,3.052631579,0.004473684,0.502631579,-0.205263158,89.42105263,158.6578947,189.4736842,467.8157895,2471.052632,6245.947368,0.457894737,7.447368421,26.92105263,5.473684211,2.447368421,22.18421053,343.2894737,415.3421053,50.81578947,0.578947368,3.421052632,20.21052632,4.263157895,18.21052632,12.71052632,1.947368421,0.710526316,0.736842105,0.921052632,18.63157895,11.18421053,8.5,8.289473684,1.842105263,6.921052632,16.44736842,9.526315789,3.421052632,9.631578947,13.97368421,32.60526316,17.94736842,576.0526316,54.92105263,181.4210526,263.0263158,137.8421053,15.55263158,576.0263158,11.65789474,14.92105263,10.5,338.9210526,21.73684211,11.05263158,9.736842105,54.28947368,22.21052632,21.23684211,3
Leicester City 2018 - 2019,Premier League,50.9,1.378947368,1.244736842,0.989473684,3.631578947,2.368421053,0.263157895,1.052631579,16.81578947,3.342105263,0.992105263,310,72.6,1.376315789,0.657894737,0.328947368,13.36842105,4.552631579,0.006578947,0.489473684,-0.115789474,82.10526316,178.6315789,207.4473684,501.7894737,2501.026316,6831.710526,0.828947368,10.02631579,31.07894737,6.947368421,1.736842105,29.23684211,385.2631579,449.0789474,50.81578947,2.315789474,4.894736842,20.5,5.526315789,23.86842105,16.26315789,2.263157895,1.657894737,0.921052632,2.236842105,17.76315789,10.34210526,9.052631579,7.289473684,1.421052632,6.236842105,14.44736842,8.210526316,2.526315789,8.763157895,11.52631579,29.28947368,27.21052632,619.3684211,58.97368421,186.2631579,288.5789474,151.2631579,20.71052632,619.2105263,17.47368421,15.31578947,9.394736842,381.2368421,28.63157895,9.236842105,9.947368421,54.92105263,21.34210526,17.86842105,0
Liverpool 2018 - 2019,Premier League,61.8,1.939473684,1.8,1.310526316,2.526315789,1.947368421,0.552631579,0.715789474,8.184210526,5.578947368,0.757894737,216,44,1.086842105,1.552631579,0.436842105,14.94736842,5.552631579,0.009736842,0.447368421,0.323684211,86.42105263,264.2631579,283.1315789,672.9210526,3121.815789,9589.473684,1.384210526,11.10526316,40,13.02631579,1.973684211,40.31578947,556.4736842,620.6052632,50.28947368,2.578947368,4.868421053,18.97368421,6.552631579,26.63157895,19.42105263,1.947368421,1.894736842,0.736842105,3.894736842,16.13157895,9.921052632,6.763157895,7.368421053,2,6.605263158,14.63157895,8.026315789,2.052631579,7.447368421,8.263157895,24.39473684,17.63157895,774.2894737,51.18421053,181.7631579,403.2631579,195.4473684,29.42105263,774.1052632,16.28947368,15.86842105,11.15789474,551.6052632,39.42105263,8.289473684,9.131578947,55.55263158,15.60526316,15.44736842,2
Manchester City 2018 - 2019,Premier League,67.9,2.218421053,2.139473684,1.723684211,2.131578947,1.526315789,0.526315789,0.613157895,6.289473684,4.947368421,0.705263158,189,43.4,1.128947368,1.078947368,0.444736842,17.86842105,6.631578947,0.009210526,0.444736842,0.176315789,74.57894737,273.1315789,347.0526316,747.0789474,2988.289474,10395.81579,1.673684211,13.57894737,51.26315789,14.57894737,1.631578947,43.36842105,649.4210526,701.5789474,42.92105263,2.947368421,5.947368421,20.60526316,7.842105263,31.63157895,23.94736842,1.868421053,2.315789474,0.473684211,4.394736842,13.63157895,8.605263158,5.631578947,5.657894737,2.342105263,5.078947368,12.28947368,7.210526316,1.657894737,6.736842105,9.526315789,23.15789474,15,845,48,160.6315789,435.7105263,254.9736842,38.34210526,844.8947368,19.31578947,13.39473684,10.34210526,643.5263158,42.65789474,8.631578947,7.921052632,52.63157895,14.21052632,13.73684211,2
Manchester Utd 2018 - 2019,Premier League,54.7,1.615789474,1.368421053,1.042105263,4.5,3.157894737,0.184210526,1.313157895,16.31578947,4.026315789,1.005263158,332,78.9,1.436842105,0.657894737,0.352631579,13.52631579,5.526315789,0.007105263,0.492105263,0.094736842,77.92105263,193,235.3947368,551.1052632,2677.394737,7486.605263,1.007894737,10.02631579,32.07894737,8.921052632,1.526315789,33.97368421,443,498.2631579,50.47368421,1.657894737,5.447368421,16.78947368,5.263157895,25.28947368,18.92105263,1.578947368,1.421052632,0.605263158,3.105263158,15.28947368,9.131578947,7.368421053,6.289473684,1.631578947,6.315789474,14.31578947,8,3.368421053,8.342105263,9.342105263,24.63157895,22.28947368,657.8421053,59.78947368,177.6578947,329.9473684,155.4736842,23.10526316,657.5526316,14.55263158,13.89473684,11.15789474,438.8684211,33.55263158,11.39473684,10.44736842,51.81578947,18.07894737,14.47368421,0
Newcastle Utd 2018 - 2019,Premier League,40.4,1.028947368,0.965789474,0.721052632,3.684210526,2.447368421,0.289473684,1.113157895,18.63157895,3.684210526,1.023684211,323,84.8,1.523684211,0.868421053,0.315789474,11.65789474,3.578947368,0.007631579,0.494736842,0.05,86.02631579,127.9736842,151.9210526,400.8157895,2091.473684,5192.184211,0.615789474,8.526315789,20.84210526,6.710526316,2.605263158,20.13157895,283.5263158,351.5526316,47.71052632,1.315789474,5.710526316,18.71052632,4.763157895,20.65789474,14.71052632,2.026315789,0.842105263,0.868421053,1.842105263,18.71052632,11.39473684,9.368421053,7.657894737,1.684210526,6.342105263,14.86842105,8.526315789,3.552631579,8.868421053,13.31578947,32.02631579,31.68421053,525.7368421,62.26315789,185.4473684,229.8421053,115.6842105,16.63157895,525.6578947,11.68421053,15.52631579,10.52631579,279.9473684,19.68421053,11.13157895,8.736842105,53.52631579,20.65789474,24.05263158,1
Southampton 2018 - 2019,Premier League,43.4,1.234210526,1.142105263,0.771052632,4.605263158,2.947368421,0.184210526,1.421052632,18.78947368,2.710526316,1.171052632,287,86.8,1.547368421,0.763157895,0.326315789,12.60526316,4.078947368,0.006842105,0.497368421,-0.076315789,75.60526316,145.6578947,173.9473684,419.2105263,2082.815789,5302.5,0.734210526,8.868421053,28.57894737,6.842105263,1.789473684,26.21052632,301.6578947,370.3157895,47.28947368,0.921052632,3.657894737,17.52631579,5.078947368,21.63157895,14.65789474,1.921052632,1.289473684,0.921052632,2.026315789,18.36842105,11.26315789,8.815789474,7.447368421,2.105263158,7.289473684,17,9.710526316,4.026315789,10,14.44736842,32.81578947,29.68421053,545.6578947,56.94736842,157.8684211,261.5,132,18.44736842,545.5263158,13.36842105,14.18421053,10,297.2631579,25.55263158,11.05263158,8.973684211,54.02631579,20.18421053,22.97368421,1
Tottenham 2018 - 2019,Premier League,59,1.444736842,1.363157895,1.028947368,4.105263158,3.105263158,0.342105263,1.255263158,12.21052632,5.026315789,0.831578947,288,52.1,1.134210526,1.052631579,0.389473684,14.02631579,4.789473684,0.008947368,0.476315789,0.292105263,81.13157895,234.3157895,256.4473684,606.7368421,2823,8551.868421,0.952631579,10.31578947,33.76315789,9.578947368,2.368421053,33.60526316,494.9473684,555.6578947,49.13157895,2.289473684,3.578947368,16.92105263,5.105263158,24.60526316,17.5,2.105263158,1.605263158,0.736842105,2.947368421,16.5,9.815789474,8.157894737,6.236842105,2.105263158,7.052631579,15.18421053,8.131578947,2.947368421,7.973684211,8.552631579,25.05263158,21.65789474,715.7105263,65.65789474,203.2894737,352.6842105,166.4473684,22.84210526,715.6052632,17.68421053,15.86842105,9.184210526,489.9210526,33.02631579,9.894736842,9.578947368,55.44736842,15.76315789,16.07894737,2
Watford 2018 - 2019,Premier League,46.7,1.268421053,1.247368421,0.915789474,4.736842105,3.236842105,0.184210526,1.460526316,24.76315789,2.578947368,1.207894737,308,91.9,1.663157895,1.894736842,0.444736842,11.47368421,3.894736842,0.008947368,0.455263158,0.073684211,76.36842105,143.4210526,191.5263158,446.6842105,2297.684211,5609.394737,0.75,8.157894737,24.84210526,7.657894737,1.447368421,25.97368421,330.2631579,396.4473684,47.89473684,0.842105263,3.078947368,15,4.657894737,19.21052632,13.57894737,1.473684211,1.210526316,0.631578947,2.131578947,17.26315789,10.28947368,9.210526316,6.394736842,1.657894737,6.763157895,16.36842105,9.605263158,3.157894737,7.473684211,11.26315789,28.52631579,26.89473684,563.8684211,59.57894737,171.5526316,259.6315789,137.6052632,21.86842105,563.8421053,14.28947368,15.42105263,11,325.9736842,25.42105263,11.39473684,10.05263158,53.18421053,19.81578947,20.97368421,1
West Ham 2018 - 2019,Premier League,48.6,1.252631579,1.152631579,0.897368421,5.210526316,3.763157895,0.184210526,1.65,21.71052632,4.078947368,1.131578947,309,91.9,1.613157895,0.421052632,0.318421053,11.47368421,3.921052632,0.008157895,0.452631579,0.089473684,78.81578947,155.8684211,201.6052632,474.6842105,2381.342105,6294.026316,0.813157895,8.552631579,26.44736842,7,1.447368421,26.84210526,364.3947368,422.4473684,50.36842105,1.973684211,4.236842105,16.60526316,4.947368421,20.55263158,14.13157895,2.026315789,1.052631579,1,2.315789474,19.02631579,10.34210526,10.13157895,7.342105263,1.552631579,7.763157895,18.34210526,10.57894737,3.736842105,9.105263158,12.02631579,31.05263158,24.36842105,590.7368421,62.15789474,167.0263158,291.0789474,138.9473684,20.44736842,590.6052632,17.57894737,14.52631579,10.26315789,360.7105263,26.55263158,8.710526316,10.21052632,55.36842105,16.73684211,16.31578947,3
Wolves 2018 - 2019,Premier League,46.8,1.371052632,1.289473684,1.036842105,3.710526316,2.605263158,0.236842105,1.036842105,14.52631579,2.763157895,1.028947368,291,82.8,1.328947368,0.473684211,0.318421053,12.44736842,3.789473684,0.007631579,0.465789474,-0.160526316,88.23684211,175.2894737,181.5789474,480.5526316,2435.289474,6725.315789,0.797368421,9.157894737,27.71052632,6.368421053,1.921052632,26.55263158,367.3947368,431.9736842,46.65789474,1.342105263,5.105263158,16.36842105,5.131578947,21.92105263,15.73684211,1.789473684,1.342105263,0.736842105,2.210526316,18.94736842,10.73684211,10.13157895,7.473684211,1.342105263,7.447368421,17.47368421,10.02631579,3.894736842,9.236842105,13.18421053,32.13157895,23.55263158,595.0526316,55.39473684,177.8157895,291.5789474,131.6578947,18.44736842,594.9473684,15.68421053,13.10526316,10.55263158,362.8421053,25.97368421,10.76315789,8.552631579,58.92105263,21.13157895,20.73684211,3
Alavés 2018 - 2019,La Liga,42.7,1.081578947,1.021052632,0.763157895,4.394736842,3.131578947,0.210526316,1.384210526,20.89473684,2.578947368,1.139473684,327,88.1,1.492105263,1.105263158,0.394736842,11.21052632,3.052631579,0.008421053,0.481578947,-0.055263158,85.13157895,126.7894737,134.8684211,370.0263158,2222,4895.710526,0.655263158,7.842105263,21.86842105,5.894736842,3.078947368,21.52631579,253.4473684,316.5,52,0.552631579,3.184210526,19.18421053,3.815789474,18.68421053,11.97368421,2.447368421,0.973684211,0.552631579,1.578947368,17,10.23684211,9.263157895,6,1.736842105,6.684210526,15.65789474,8.973684211,3.078947368,7.947368421,10.26315789,27.26315789,28.05263158,483.8947368,57.5,167.8684211,216.8947368,105.1315789,15.86842105,483.8157895,12.86842105,15.44736842,8.973684211,249.4736842,21.02631579,14.5,13.13157895,51.89473684,22.73684211,23.42105263,1
Athletic Club 2018 - 2019,La Liga,50,1.142105263,0.994736842,0.807894737,3.157894737,1.973684211,0.263157895,1.126315789,21.71052632,3.236842105,1.194736842,264,90.9,1.65,0.947368421,0.428947368,10,3.473684211,0.006842105,0.45,-0.115789474,84.13157895,162.8421053,185.1578947,462.7368421,2505.736842,6363.5,0.907894737,7.868421053,28.13157895,7.578947368,2.263157895,26.5,347.2368421,410.1842105,50.60526316,1.289473684,4.868421053,19.15789474,4.026315789,18.36842105,12.47368421,2,1.105263158,0.5,1.789473684,16.92105263,10.10526316,8.184210526,6.447368421,2.289473684,6.447368421,17,10.55263158,2.447368421,8.447368421,11.92105263,28.84210526,21.44736842,564.7368421,51.02631579,164.8421053,267.5789474,138.2368421,18.34210526,564.5789474,14.26315789,13.73684211,9.052631579,342.2894737,25.76315789,15.26315789,12.94736842,53.57894737,24.28947368,19.02631579,3
Atlético Madrid 2018 - 2019,La Liga,49.2,1.244736842,1.160526316,0.928947368,3.578947368,2.868421053,0.526315789,1.113157895,15.68421053,2.736842105,1.073684211,302,88.1,1.505263158,0.421052632,0.315789474,11.57894737,4.078947368,0.008421053,0.481578947,0.15,73.92105263,159.5263158,227.6052632,500.3684211,2348,6422.894737,0.978947368,9.210526316,29.68421053,7.578947368,1.236842105,27.42105263,393.2368421,451.2631579,47,2.026315789,3.789473684,15.52631579,5.710526316,20.84210526,14.71052632,1.973684211,1.052631579,0.684210526,2.368421053,20.63157895,12.81578947,10.57894737,7.842105263,2.210526316,8.394736842,18.42105263,10.02631579,2.473684211,7.368421053,12.18421053,32.81578947,22.02631579,606.6578947,51.23684211,167.7631579,283.4473684,160.9736842,19.92105263,606.5789474,15.05263158,13.07894737,10.84210526,388.7105263,26.78947368,12.52631579,11.92105263,54.73684211,17.76315789,15.42105263,3
